t,lb,ts,s,userId,rc,shop,search__phrase,productId,hrts
777,SU61-BrowseCat2-Page,1330421329417,true,PT6022810279,200,MAF,tapis caoutchouc,8519304225180888890,2012-02-28T09:28:49.417Z
742,SU61-BrowseCat2-Page,1330421330487,true,PT150228102711,200,MAF,support,8519304225180836392,2012-02-28T09:28:50.487Z
1016,SU12b-PickProduct-Page,1330421330829,true,PT5022810289,200,MAF,bidon,8519304225180876557,2012-02-28T09:28:50.829Z
1560,SU43-Paiment-Page,1330421330424,true,PT11022810271,200,WDK,roskakori,8482248024566679843,2012-02-28T09:28:50.424Z
2113,SU12b-PickProduct-Page,1330421330638,true,PT8022810282,200,KIE,thermometers,8660117787514676539,2012-02-28T09:28:50.638Z
808,SU32-GoToCart-Page,1330421332059,true,PT2022810282,200,KEY,filing cabinet,8660117787514684033,2012-02-28T09:28:52.059Z
482,SU32-GoToCart-Page,1330421333640,true,PT1022810281,200,FAB,goulotte,8563771665917882741,2012-02-28T09:28:53.640Z
846,SU32-GoToCart-Page,1330421333330,true,PT14022810289,200,MAF,brosse,8519304225180836967,2012-02-28T09:28:53.330Z
492,SU01-HomePage-Page,1330421335229,true,PT12022810284,200,OIN,label,8563771665917860066,2012-02-28T09:28:55.229Z
547,SU61-BrowseCat2-Page,1330421336235,true,PT9022810276,200,MAF,lampe frontale,8519304225180846183,2012-02-28T09:28:56.235Z
250,SU01-HomePage-Page,1330421336925,true,PT10022810283,200,OIB,blouson,8519304225180858251,2012-02-28T09:28:56.925Z
300,SU01-HomePage-Page,1330421337265,true,PT16022810286,200,MAF,savon,8519304225180884066,2012-02-28T09:28:57.265Z
632,SU31-AddToCart-Page,1330421337720,true,PT4022810283,200,OIB,bac de rangement,8563771665917882583,2012-02-28T09:28:57.720Z
476,SU11-SearchPhrase-Page,1330421339337,true,PT7022810284,200,OIN,statafel,8563771665917862547,2012-02-28T09:28:59.337Z
417,SU01-HomePage-Page,1330421340129,true,PT6022810293,200,MSK,bundy,8519304225180888890,2012-02-28T09:29:00.129Z
1852,SU43-Paiment-Page,1330421339445,true,PT13022810275,200,MAF,poubelle,8519304225180886476,2012-02-28T09:28:59.445Z
652,SU41-CustomerDetails-Page,1330421340673,true,PT2022810282,200,KEY,filing cabinet,8660117787514684033,2012-02-28T09:29:00.673Z
285,SU01-HomePage-Page,1330421341166,true,PT150228102912,200,MAF,123M1490,8519304225180836392,2012-02-28T09:29:01.166Z
604,SU31-AddToCart-Page,1330421342215,true,PT5022810289,200,MAF,bidon,8519304225180876557,2012-02-28T09:29:02.215Z
712,SU61-BrowseCat2-Page,1330421342282,true,PT30228102713,200,MAF,corde,8519304225180868701,2012-02-28T09:29:02.282Z
189,SU41-CustomerDetails-Page,1330421343382,true,PT1022810281,200,FAB,goulotte,8563771665917882741,2012-02-28T09:29:03.382Z
414,SU61-BrowseCat2-Page,1330421343627,true,PT8022810282,200,KIE,thermometers,8660117787514676539,2012-02-28T09:29:03.627Z
514,SU41-CustomerDetails-Page,1330421344120,true,PT14022810289,200,MAF,brosse,8519304225180836967,2012-02-28T09:29:04.120Z
856,SU11-SearchPhrase-Page,1330421345469,true,PT12022810284,200,OIN,label,8563771665917838074,2012-02-28T09:29:05.469Z
269,SU01-HomePage-Page,1330421346652,true,PT9022810297,200,MAF,portique,8519304225180846183,2012-02-28T09:29:06.652Z
408,SU11-SearchPhrase-Page,1330421347038,true,PT10022810283,200,OIB,blouson,8563771665917851706,2012-02-28T09:29:07.038Z
666,SU11-SearchPhrase-Page,1330421347940,true,PT16022810286,200,MAF,savon,8519304225180851046,2012-02-28T09:29:07.940Z
511,SU32-GoToCart-Page,1330421348827,true,PT4022810283,200,OIB,bac de rangement,8563771665917882583,2012-02-28T09:29:08.827Z
643,SU42-DeliveryAndBilling-Page,1330421350766,true,PT2022810282,200,KEY,filing cabinet,8660117787514684033,2012-02-28T09:29:10.766Z
517,SU11-SearchPhrase-Page,1330421351099,true,PT6022810293,200,MSK,bundy,8600827866532024106,2012-02-28T09:29:11.099Z
816,SU61-BrowseCat2-Page,1330421351101,true,PT11022810271,200,WDK,roskakori,8482248024566679843,2012-02-28T09:29:11.101Z
1203,SU12b-PickProduct-Page,1330421350888,true,PT7022810284,200,OIN,statafel,8563771665917862547,2012-02-28T09:29:10.888Z
302,SU01-HomePage-Page,1330421352129,true,PT30228102914,200,MAF,1069M31,8519304225180868701,2012-02-28T09:29:12.129Z
1345,SU11-SearchPhrase-Page,1330421351225,true,PT150228102912,200,MAF,123M1490,8519304225180836392,2012-02-28T09:29:11.225Z
449,SU42-DeliveryAndBilling-Page,1330421353467,true,PT1022810281,200,FAB,goulotte,8563771665917882741,2012-02-28T09:29:13.467Z
906,SU32-GoToCart-Page,1330421353072,true,PT5022810289,200,MAF,bidon,8519304225180876557,2012-02-28T09:29:13.072Z
234,SU01-HomePage-Page,1330421353894,true,PT8022810293,200,KEY,hazardous storage,8660117787514676539,2012-02-28T09:29:13.894Z
695,SU42-DeliveryAndBilling-Page,1330421354219,true,PT14022810289,200,MAF,brosse,8519304225180836967,2012-02-28T09:29:14.219Z
371,SU11-SearchPhrase-Page,1330421355858,true,PT9022810297,200,MAF,portique,8519304225180862866,2012-02-28T09:29:15.858Z
2392,SU12b-PickProduct-Page,1330421355833,true,PT12022810284,200,OIN,label,8563771665917838074,2012-02-28T09:29:15.833Z
200,SU41-CustomerDetails-Page,1330421358241,true,PT4022810283,200,OIB,bac de rangement,8563771665917882583,2012-02-28T09:29:18.241Z
1261,SU12b-PickProduct-Page,1330421357237,true,PT10022810283,200,OIB,blouson,8563771665917851706,2012-02-28T09:29:17.237Z
801,SU12b-PickProduct-Page,1330421359446,true,PT16022810286,200,MAF,savon,8519304225180851046,2012-02-28T09:29:19.446Z
526,SU01-HomePage-Page,1330421361129,true,PT11022810292,200,OIN,locker,8482248024566679843,2012-02-28T09:29:21.129Z
1735,SU43-Paiment-Page,1330421360051,true,PT2022810282,200,KEY,filing cabinet,8660117787514684033,2012-02-28T09:29:20.051Z
1012,SU12b-PickProduct-Page,1330421361221,true,PT6022810293,200,MSK,bundy,8600827866532024106,2012-02-28T09:29:21.221Z
952,SU61-BrowseCat2-Page,1330421362676,true,PT13022810275,200,MAF,poubelle,8519304225180886476,2012-02-28T09:29:22.676Z
1292,SU11-SearchPhrase-Page,1330421362570,true,PT30228102914,200,MAF,1069M31,8519304225180868701,2012-02-28T09:29:22.570Z
735,SU12b-PickProduct-Page,1330421363254,true,PT150228102912,200,MAF,123M1490,8519304225180836392,2012-02-28T09:29:23.254Z
1312,SU31-AddToCart-Page,1330421362712,true,PT7022810284,200,OIN,statafel,8563771665917862547,2012-02-28T09:29:22.712Z
1003,SU11-SearchPhrase-Page,1330421364608,true,PT8022810293,200,KEY,hazardous storage,8660117787514688963,2012-02-28T09:29:24.608Z
705,SU41-CustomerDetails-Page,1330421365085,true,PT5022810289,200,MAF,bidon,8519304225180876557,2012-02-28T09:29:25.085Z
1652,SU43-Paiment-Page,1330421364594,true,PT14022810289,200,MAF,brosse,8519304225180836967,2012-02-28T09:29:24.594Z
1225,SU43-Paiment-Page,1330421365100,true,PT1022810281,200,FAB,goulotte,8563771665917882741,2012-02-28T09:29:25.100Z
697,SU12b-PickProduct-Page,1330421366279,true,PT9022810297,200,MAF,portique,8519304225180862866,2012-02-28T09:29:26.279Z
340,SU42-DeliveryAndBilling-Page,1330421366796,true,PT4022810283,200,OIB,bac de rangement,8563771665917882583,2012-02-28T09:29:26.796Z
473,SU31-AddToCart-Page,1330421367784,true,PT10022810283,200,OIB,blouson,8563771665917851706,2012-02-28T09:29:27.784Z
498,SU31-AddToCart-Page,1330421369469,true,PT16022810286,200,MAF,savon,8519304225180851046,2012-02-28T09:29:29.469Z
1083,SU31-AddToCart-Page,1330421369843,true,PT12022810284,200,OIN,label,8563771665917838074,2012-02-28T09:29:29.843Z
817,SU11-SearchPhrase-Page,1330421371596,true,PT11022810292,200,OIN,locker,8563771665917881270,2012-02-28T09:29:31.596Z
276,SU01-HomePage-Page,1330421372385,true,PT13022810296,200,MAF,vestiaire,8519304225180886476,2012-02-28T09:29:32.385Z
536,SU31-AddToCart-Page,1330421372479,true,PT6022810293,200,MSK,bundy,8600827866532024106,2012-02-28T09:29:32.479Z
826,SU31-AddToCart-Page,1330421374300,true,PT150228102912,200,MAF,123M1490,8519304225180836392,2012-02-28T09:29:34.300Z
1560,SU12b-PickProduct-Page,1330421374282,true,PT30228102914,200,MAF,1069M31,8519304225180868701,2012-02-28T09:29:34.282Z
1636,SU32-GoToCart-Page,1330421374929,true,PT7022810284,200,OIN,statafel,8563771665917862547,2012-02-28T09:29:34.929Z
1047,SU42-DeliveryAndBilling-Page,1330421375865,true,PT5022810289,200,MAF,bidon,8519304225180876557,2012-02-28T09:29:35.865Z
449,SU32-GoToCart-Page,1330421377027,true,PT10022810283,200,OIB,blouson,8563771665917851706,2012-02-28T09:29:37.027Z
2449,SU12b-PickProduct-Page,1330421375408,true,PT8022810293,200,KEY,hazardous storage,8660117787514688963,2012-02-28T09:29:35.408Z
1296,SU43-Paiment-Page,1330421376571,true,PT4022810283,200,OIB,bac de rangement,8563771665917882583,2012-02-28T09:29:36.571Z
627,SU31-AddToCart-Page,1330421377370,true,PT9022810297,200,MAF,portique,8519304225180862866,2012-02-28T09:29:37.370Z
862,SU32-GoToCart-Page,1330421379770,true,PT16022810286,200,MAF,savon,8519304225180851046,2012-02-28T09:29:39.770Z
483,SU61-BrowseCat2-Page,1330421380979,true,PT2022810282,200,KEY,filing cabinet,8660117787514684033,2012-02-28T09:29:40.979Z
630,SU11-SearchPhrase-Page,1330421381088,true,PT13022810296,200,MAF,vestiaire,8519304225180869161,2012-02-28T09:29:41.088Z
1418,SU32-GoToCart-Page,1330421381400,true,PT12022810284,200,OIN,label,8563771665917838074,2012-02-28T09:29:41.400Z
505,SU32-GoToCart-Page,1330421384139,true,PT6022810293,200,MSK,bundy,8600827866532024106,2012-02-28T09:29:44.139Z
778,SU32-GoToCart-Page,1330421384333,true,PT150228102912,200,MAF,123M1490,8519304225180836392,2012-02-28T09:29:44.333Z
656,SU31-AddToCart-Page,1330421385066,true,PT30228102914,200,MAF,1069M31,8519304225180868701,2012-02-28T09:29:45.066Z
3295,SU12b-PickProduct-Page,1330421382543,true,PT11022810292,200,OIN,locker,8563771665917881270,2012-02-28T09:29:42.543Z
546,SU61-BrowseCat2-Page,1330421385841,true,PT14022810289,200,MAF,brosse,8519304225180836967,2012-02-28T09:29:45.841Z
879,SU41-CustomerDetails-Page,1330421386144,true,PT7022810284,200,OIN,statafel,8563771665917862547,2012-02-28T09:29:46.144Z
744,SU31-AddToCart-Page,1330421386493,true,PT8022810293,200,KEY,hazardous storage,8660117787514688963,2012-02-28T09:29:46.493Z
175,SU41-CustomerDetails-Page,1330421387152,true,PT10022810283,200,OIB,blouson,8563771665917851706,2012-02-28T09:29:47.152Z
805,SU32-GoToCart-Page,1330421387509,true,PT9022810297,200,MAF,portique,8519304225180862866,2012-02-28T09:29:47.509Z
1902,SU43-Paiment-Page,1330421386873,true,PT5022810289,200,MAF,bidon,8519304225180876557,2012-02-28T09:29:46.873Z
1013,SU61-BrowseCat2-Page,1330421387770,true,PT1022810281,200,FAB,goulotte,8563771665917882741,2012-02-28T09:29:47.770Z
283,SU01-HomePage-Page,1330421390590,true,PT20228102911,200,MAF,transpalette,8660117787514684033,2012-02-28T09:29:50.590Z
760,SU12b-PickProduct-Page,1330421391245,true,PT13022810296,200,MAF,vestiaire,8519304225180869161,2012-02-28T09:29:51.245Z
638,SU41-CustomerDetails-Page,1330421392019,true,PT16022810286,200,MAF,savon,8519304225180851046,2012-02-28T09:29:52.019Z
864,SU41-CustomerDetails-Page,1330421393390,true,PT12022810284,200,OIN,label,8563771665917838074,2012-02-28T09:29:53.390Z
524,SU41-CustomerDetails-Page,1330421393787,true,PT150228102912,200,MAF,123M1490,8519304225180836392,2012-02-28T09:29:53.787Z
186,SU31-AddToCart-Page,1330421394402,true,PT11022810292,200,OIN,locker,8563771665917881270,2012-02-28T09:29:54.402Z
216,SU41-CustomerDetails-Page,1330421394745,true,PT6022810293,200,MSK,bundy,8600827866532024106,2012-02-28T09:29:54.745Z
1082,SU32-GoToCart-Page,1330421394842,true,PT30228102914,200,MAF,1069M31,8519304225180868701,2012-02-28T09:29:54.842Z
296,SU01-HomePage-Page,1330421396789,true,PT140228102910,200,MAF,loupe,8519304225180836967,2012-02-28T09:29:56.789Z
1007,SU42-DeliveryAndBilling-Page,1330421396437,true,PT7022810284,200,OIN,statafel,8563771665917862547,2012-02-28T09:29:56.437Z
825,SU32-GoToCart-Page,1330421397098,true,PT8022810293,200,KEY,hazardous storage,8660117787514688963,2012-02-28T09:29:57.098Z
197,SU61-BrowseCat2-Page,1330421397919,true,PT4022810283,200,OIB,bac de rangement,8563771665917882583,2012-02-28T09:29:57.919Z
333,SU42-DeliveryAndBilling-Page,1330421398195,true,PT10022810283,200,OIB,blouson,8563771665917851706,2012-02-28T09:29:58.195Z
582,SU41-CustomerDetails-Page,1330421398937,true,PT9022810297,200,MAF,portique,8519304225180862866,2012-02-28T09:29:58.937Z
250,SU01-HomePage-Page,1330421400194,true,PT10228103010,200,MAF,siege,8563771665917882741,2012-02-28T09:30:00.194Z
554,SU11-SearchPhrase-Page,1330421400403,true,PT20228102911,200,MAF,transpalette,8519304225180851959,2012-02-28T09:30:00.403Z
766,SU42-DeliveryAndBilling-Page,1330421402495,true,PT16022810286,200,MAF,savon,8519304225180851046,2012-02-28T09:30:02.495Z
529,SU31-AddToCart-Page,1330421403117,true,PT13022810296,200,MAF,vestiaire,8519304225180869161,2012-02-28T09:30:03.117Z
824,SU41-CustomerDetails-Page,1330421403647,true,PT30228102914,200,MAF,1069M31,8519304225180868701,2012-02-28T09:30:03.647Z
806,SU32-GoToCart-Page,1330421404061,true,PT11022810292,200,OIN,locker,8563771665917881270,2012-02-28T09:30:04.061Z
706,SU42-DeliveryAndBilling-Page,1330421404206,true,PT150228102912,200,MAF,123M1490,8519304225180836392,2012-02-28T09:30:04.206Z
447,SU42-DeliveryAndBilling-Page,1330421404909,true,PT6022810293,200,MSK,bundy,8600827866532024106,2012-02-28T09:30:04.909Z
877,SU42-DeliveryAndBilling-Page,1330421405294,true,PT12022810284,200,OIN,label,8563771665917838074,2012-02-28T09:30:05.294Z
675,SU11-SearchPhrase-Page,1330421406941,true,PT140228102910,200,MAF,loupe,8519304225180871581,2012-02-28T09:30:06.941Z
1026,SU43-Paiment-Page,1330421407006,true,PT10022810283,200,OIB,blouson,8563771665917851706,2012-02-28T09:30:07.006Z
281,SU01-HomePage-Page,1330421408426,true,PT40228103012,200,MAF,aimant,8563771665917882583,2012-02-28T09:30:08.426Z
627,SU42-DeliveryAndBilling-Page,1330421408117,true,PT9022810297,200,MAF,portique,8519304225180862866,2012-02-28T09:30:08.117Z
664,SU41-CustomerDetails-Page,1330421408613,true,PT8022810293,200,KEY,hazardous storage,8660117787514688963,2012-02-28T09:30:08.613Z
853,SU61-BrowseCat2-Page,1330421408528,true,PT5022810289,200,MAF,bidon,8519304225180876557,2012-02-28T09:30:08.528Z
2476,SU43-Paiment-Page,1330421407955,true,PT7022810284,200,OIN,statafel,8563771665917862547,2012-02-28T09:30:07.955Z
739,SU11-SearchPhrase-Page,1330421409980,true,PT10228103010,200,MAF,siege,8519304225180870121,2012-02-28T09:30:09.980Z
3049,SU12b-PickProduct-Page,1330421410779,true,PT20228102911,200,MAF,transpalette,8519304225180851959,2012-02-28T09:30:10.779Z
1185,SU32-GoToCart-Page,1330421413308,true,PT13022810296,200,MAF,vestiaire,8519304225180869161,2012-02-28T09:30:13.308Z
40,SU41-CustomerDetails-Page,1330421415041,true,PT11022810292,200,OIN,locker,8563771665917881270,2012-02-28T09:30:15.041Z
918,SU42-DeliveryAndBilling-Page,1330421414174,true,PT30228102914,200,MAF,1069M31,8519304225180868701,2012-02-28T09:30:14.174Z
1978,SU43-Paiment-Page,1330421413226,true,PT16022810286,200,MAF,savon,8519304225180851046,2012-02-28T09:30:13.226Z
1448,SU43-Paiment-Page,1330421414819,true,PT150228102912,200,MAF,123M1490,8519304225180836392,2012-02-28T09:30:14.819Z
741,SU12b-PickProduct-Page,1330421417005,true,PT140228102910,200,MAF,loupe,8519304225180871581,2012-02-28T09:30:17.005Z
1323,SU43-Paiment-Page,1330421416895,true,PT12022810284,200,OIN,label,8563771665917838074,2012-02-28T09:30:16.895Z
1526,SU43-Paiment-Page,1330421416996,true,PT6022810293,200,MSK,bundy,8600827866532024106,2012-02-28T09:30:16.996Z
1863,SU43-Paiment-Page,1330421417518,true,PT9022810297,200,MAF,portique,8519304225180862866,2012-02-28T09:30:17.518Z
654,SU11-SearchPhrase-Page,1330421418734,true,PT40228103012,200,MAF,aimant,8519304225180890039,2012-02-28T09:30:18.734Z
278,SU01-HomePage-Page,1330421419366,true,PT50228103010,200,MAF,poubelle,8519304225180876557,2012-02-28T09:30:19.366Z
773,SU42-DeliveryAndBilling-Page,1330421419224,true,PT8022810293,200,KEY,hazardous storage,8660117787514688963,2012-02-28T09:30:19.224Z
690,SU12b-PickProduct-Page,1330421419935,true,PT10228103010,200,MAF,siege,8519304225180870121,2012-02-28T09:30:19.935Z
595,SU31-AddToCart-Page,1330421423106,true,PT20228102911,200,MAF,transpalette,8519304225180851959,2012-02-28T09:30:23.106Z
40,SU42-DeliveryAndBilling-Page,1330421424448,true,PT11022810292,200,OIN,locker,8563771665917881270,2012-02-28T09:30:24.448Z
797,SU41-CustomerDetails-Page,1330421425754,true,PT13022810296,200,MAF,vestiaire,8519304225180869161,2012-02-28T09:30:25.754Z
2053,SU43-Paiment-Page,1330421425265,true,PT30228102914,200,MAF,1069M31,8519304225180868701,2012-02-28T09:30:25.265Z
509,SU11-SearchPhrase-Page,1330421428795,true,PT50228103010,200,MAF,poubelle,8519304225180892317,2012-02-28T09:30:28.795Z
1829,SU43-Paiment-Page,1330421428362,true,PT8022810293,200,KEY,hazardous storage,8660117787514688963,2012-02-28T09:30:28.362Z
964,SU31-AddToCart-Page,1330421429790,true,PT140228102910,200,MAF,loupe,8519304225180871581,2012-02-28T09:30:29.790Z
710,SU61-BrowseCat2-Page,1330421431056,true,PT10022810283,200,OIB,blouson,8563771665917851706,2012-02-28T09:30:31.056Z
775,SU12b-PickProduct-Page,1330421431547,true,PT40228103012,200,MAF,aimant,8519304225180890039,2012-02-28T09:30:31.547Z
666,SU31-AddToCart-Page,1330421431943,true,PT10228103010,200,MAF,siege,8519304225180870121,2012-02-28T09:30:31.943Z
1048,SU32-GoToCart-Page,1330421432841,true,PT20228102911,200,MAF,transpalette,8519304225180851959,2012-02-28T09:30:32.841Z
899,SU61-BrowseCat2-Page,1330421433058,true,PT7022810284,200,OIN,statafel,8563771665917862547,2012-02-28T09:30:33.058Z
1125,SU43-Paiment-Page,1330421434316,true,PT11022810292,200,OIN,locker,8563771665917881270,2012-02-28T09:30:34.316Z
747,SU42-DeliveryAndBilling-Page,1330421435750,true,PT13022810296,200,MAF,vestiaire,8519304225180869161,2012-02-28T09:30:35.750Z
519,SU61-BrowseCat2-Page,1330421436002,true,PT150228102912,200,MAF,123M1490,8519304225180836392,2012-02-28T09:30:36.002Z
851,SU61-BrowseCat2-Page,1330421437213,true,PT16022810286,200,MAF,savon,8519304225180851046,2012-02-28T09:30:37.213Z
557,SU61-BrowseCat2-Page,1330421438723,true,PT12022810284,200,OIN,label,8563771665917838074,2012-02-28T09:30:38.723Z
765,SU12b-PickProduct-Page,1330421438854,true,PT50228103010,200,MAF,poubelle,8519304225180892317,2012-02-28T09:30:38.854Z
586,SU61-BrowseCat2-Page,1330421439277,true,PT9022810297,200,MAF,portique,8519304225180862866,2012-02-28T09:30:39.277Z
989,SU61-BrowseCat2-Page,1330421439198,true,PT6022810293,200,MSK,bundy,8600827866532024106,2012-02-28T09:30:39.198Z
1239,SU32-GoToCart-Page,1330421440195,true,PT140228102910,200,MAF,loupe,8519304225180871581,2012-02-28T09:30:40.195Z
308,SU01-HomePage-Page,1330421441205,true,PT10022810302,200,WDK,riippukansiokaappi,8563771665917851706,2012-02-28T09:30:41.205Z
595,SU31-AddToCart-Page,1330421441681,true,PT40228103012,200,MAF,aimant,8519304225180890039,2012-02-28T09:30:41.681Z
624,SU01-HomePage-Page,1330421442804,true,PT7022810309,200,MAF,bac,8563771665917862547,2012-02-28T09:30:42.804Z
1115,SU32-GoToCart-Page,1330421442325,true,PT10228103010,200,MAF,siege,8519304225180870121,2012-02-28T09:30:42.325Z
673,SU41-CustomerDetails-Page,1330421444384,true,PT20228102911,200,MAF,transpalette,8519304225180851959,2012-02-28T09:30:44.384Z
229,SU01-HomePage-Page,1330421446216,true,PT15022810301,200,KEY,fire marshal,8519304225180836392,2012-02-28T09:30:46.216Z
969,SU43-Paiment-Page,1330421446453,true,PT13022810296,200,MAF,vestiaire,8519304225180869161,2012-02-28T09:30:46.453Z
475,SU01-HomePage-Page,1330421448489,true,PT16022810302,200,FAB,jerrican,8519304225180851046,2012-02-28T09:30:48.489Z
539,SU61-BrowseCat2-Page,1330421449450,true,PT30228102914,200,MAF,1069M31,8519304225180868701,2012-02-28T09:30:49.450Z
262,SU01-HomePage-Page,1330421449926,true,PT9022810308,200,MAF,ESCABEAU,8519304225180862866,2012-02-28T09:30:49.926Z
246,SU01-HomePage-Page,1330421450142,true,PT6022810304,200,OIB,soudure,8600827866532024106,2012-02-28T09:30:50.142Z
404,SU01-HomePage-Page,1330421450563,true,PT12022810301,200,KIE,Salt Winter,8563771665917838074,2012-02-28T09:30:50.563Z
542,SU31-AddToCart-Page,1330421450642,true,PT50228103010,200,MAF,poubelle,8519304225180892317,2012-02-28T09:30:50.642Z
652,SU41-CustomerDetails-Page,1330421450614,true,PT140228102910,200,MAF,loupe,8519304225180871581,2012-02-28T09:30:50.614Z
597,SU41-CustomerDetails-Page,1330421451724,true,PT10228103010,200,MAF,siege,8519304225180870121,2012-02-28T09:30:51.724Z
322,SU11-SearchPhrase-Page,1330421452157,true,PT10022810302,200,WDK,riippukansiokaappi,8482248024566727105,2012-02-28T09:30:52.157Z
495,SU61-BrowseCat2-Page,1330421452092,true,PT8022810293,200,KEY,hazardous storage,8660117787514688963,2012-02-28T09:30:52.092Z
988,SU32-GoToCart-Page,1330421453144,true,PT40228103012,200,MAF,aimant,8519304225180890039,2012-02-28T09:30:53.144Z
544,SU11-SearchPhrase-Page,1330421454756,true,PT7022810309,200,MAF,bac,8519304225180890163,2012-02-28T09:30:54.756Z
1006,SU42-DeliveryAndBilling-Page,1330421454433,true,PT20228102911,200,MAF,transpalette,8519304225180851959,2012-02-28T09:30:54.433Z
389,SU11-SearchPhrase-Page,1330421456159,true,PT15022810301,200,KEY,fire marshal,8660117787514677028,2012-02-28T09:30:56.159Z
777,SU61-BrowseCat2-Page,1330421456436,true,PT11022810292,200,OIN,locker,8563771665917881270,2012-02-28T09:30:56.436Z
266,SU11-SearchPhrase-Page,1330421458704,true,PT16022810302,200,FAB,jerrican,8563771665917915388,2012-02-28T09:30:58.704Z
797,SU32-GoToCart-Page,1330421458991,true,PT50228103010,200,MAF,poubelle,8519304225180892317,2012-02-28T09:30:58.991Z
635,SU42-DeliveryAndBilling-Page,1330421459504,true,PT140228102910,200,MAF,loupe,8519304225180871581,2012-02-28T09:30:59.504Z
130,SU11-SearchPhrase-Page,1330421460649,true,PT12022810301,200,KIE,Salt Winter,8660117787514689059,2012-02-28T09:31:00.649Z
522,SU11-SearchPhrase-Page,1330421460398,true,PT6022810304,200,OIB,soudure,8563771665917864488,2012-02-28T09:31:00.398Z
418,SU11-SearchPhrase-Page,1330421460624,true,PT9022810308,200,MAF,ESCABEAU,8519304225180866291,2012-02-28T09:31:00.624Z
295,SU01-HomePage-Page,1330421461830,true,PT30228103115,200,MAF,cisaille,8519304225180868701,2012-02-28T09:31:01.830Z
569,SU42-DeliveryAndBilling-Page,1330421461816,true,PT10228103010,200,MAF,siege,8519304225180870121,2012-02-28T09:31:01.816Z
434,SU01-HomePage-Page,1330421464123,true,PT8022810311,200,OIN,bestron,8660117787514688963,2012-02-28T09:31:04.123Z
511,SU41-CustomerDetails-Page,1330421465798,true,PT40228103012,200,MAF,aimant,8519304225180890039,2012-02-28T09:31:05.798Z
791,SU12b-PickProduct-Page,1330421466092,true,PT7022810309,200,MAF,bac,8519304225180890163,2012-02-28T09:31:06.092Z
3586,SU12b-PickProduct-Page,1330421463827,true,PT10022810302,200,WDK,riippukansiokaappi,8482248024566727105,2012-02-28T09:31:03.827Z
1941,SU43-Paiment-Page,1330421465515,true,PT20228102911,200,MAF,transpalette,8519304225180851959,2012-02-28T09:31:05.515Z
456,SU01-HomePage-Page,1330421467232,true,PT11022810313,200,OIN,cresta,8563771665917881270,2012-02-28T09:31:07.232Z
2659,SU12b-PickProduct-Page,1330421466829,true,PT15022810301,200,KEY,fire marshal,8660117787514677028,2012-02-28T09:31:06.829Z
589,SU61-BrowseCat2-Page,1330421469081,true,PT13022810296,200,MAF,vestiaire,8519304225180869161,2012-02-28T09:31:09.081Z
960,SU12b-PickProduct-Page,1330421469093,true,PT16022810302,200,FAB,jerrican,8563771665917915388,2012-02-28T09:31:09.093Z
1656,SU43-Paiment-Page,1330421468876,true,PT140228102910,200,MAF,loupe,8519304225180871581,2012-02-28T09:31:08.876Z
532,SU41-CustomerDetails-Page,1330421470193,true,PT50228103010,200,MAF,poubelle,8519304225180892317,2012-02-28T09:31:10.193Z
1447,SU12b-PickProduct-Page,1330421469662,true,PT6022810304,200,OIB,soudure,8563771665917864488,2012-02-28T09:31:09.662Z
901,SU12b-PickProduct-Page,1330421470505,true,PT9022810308,200,MAF,ESCABEAU,8519304225180866291,2012-02-28T09:31:10.505Z
511,SU12b-PickProduct-Page,1330421471513,true,PT12022810301,200,KIE,Salt Winter,8660117787514689059,2012-02-28T09:31:11.513Z
664,SU11-SearchPhrase-Page,1330421471420,true,PT30228103115,200,MAF,cisaille,8519304225180884120,2012-02-28T09:31:11.420Z
784,SU31-AddToCart-Page,1330421476166,true,PT7022810309,200,MAF,bac,8519304225180890163,2012-02-28T09:31:16.166Z
2868,SU11-SearchPhrase-Page,1330421474121,true,PT8022810311,200,OIN,bestron,8563771665917848079,2012-02-28T09:31:14.121Z
596,SU31-AddToCart-Page,1330421476725,true,PT10022810302,200,WDK,riippukansiokaappi,8482248024566727105,2012-02-28T09:31:16.725Z
5030,SU43-Paiment-Page,1330421472698,true,PT10228103010,200,MAF,siege,8519304225180870121,2012-02-28T09:31:12.698Z
763,SU42-DeliveryAndBilling-Page,1330421477219,true,PT40228103012,200,MAF,aimant,8519304225180890039,2012-02-28T09:31:17.219Z
490,SU01-HomePage-Page,1330421479204,true,PT13022810312,200,OIB,parka,8519304225180869161,2012-02-28T09:31:19.204Z
979,SU11-SearchPhrase-Page,1330421478809,true,PT11022810313,200,OIN,cresta,8563771665917834861,2012-02-28T09:31:18.809Z
629,SU31-AddToCart-Page,1330421479759,true,PT15022810301,200,KEY,fire marshal,8660117787514677028,2012-02-28T09:31:19.759Z
655,SU31-AddToCart-Page,1330421479913,true,PT6022810304,200,OIB,soudure,8563771665917864488,2012-02-28T09:31:19.913Z
629,SU31-AddToCart-Page,1330421479999,true,PT16022810302,200,FAB,jerrican,8563771665917915388,2012-02-28T09:31:19.999Z
816,SU42-DeliveryAndBilling-Page,1330421480538,true,PT50228103010,200,MAF,poubelle,8519304225180892317,2012-02-28T09:31:20.538Z
835,SU31-AddToCart-Page,1330421480837,true,PT9022810308,200,MAF,ESCABEAU,8519304225180866291,2012-02-28T09:31:20.837Z
