t,lb,ts,s,userId,rc,shop,search__phrase,productId
275,SU01-HomePage-Page,1330418336083,true,PT1022809381,200,KEY,10L plastic tub,PRODUCT_ID_NOT_FOUND
584,SU31-AddToCart-Page,1330418337002,true,PT4022809381,200,MRU,<EOF>,8645295307269004531
1663,SU12b-PickProduct-Page,1330418336545,true,PT2022809381,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND
922,SU43-Paiment-Page,1330418337373,true,PT3022809381,200,WSW,hjul,8482248024566670047
723,SU32-GoToCart-Page,1330418338716,true,PT4022809381,200,MRU,<EOF>,8645295307269004531
530,SU31-AddToCart-Page,1330418338922,true,PT2022809381,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND
2310,SU11-SearchPhrase-Page,1330418337184,true,PT1022809381,200,KEY,10L plastic tub,8660117787514680327
553,SU32-GoToCart-Page,1330418339695,true,PT2022809381,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND
302,SU41-CustomerDetails-Page,1330418340381,true,PT2022809381,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND
385,SU41-CustomerDetails-Page,1330418340544,true,PT4022809381,200,MRU,<EOF>,8645295307269004531
264,SU42-DeliveryAndBilling-Page,1330418341141,true,PT2022809381,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND
950,SU12b-PickProduct-Page,1330418340497,true,PT1022809381,200,KEY,10L plastic tub,8660117787514680327
741,SU43-Paiment-Page,1330418341408,true,PT2022809381,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND
390,SU42-DeliveryAndBilling-Page,1330418341930,true,PT4022809381,200,MRU,<EOF>,8645295307269004531
1034,SU31-AddToCart-Page,1330418342868,true,PT1022809381,200,KEY,10L plastic tub,8660117787514680327
1008,SU61-BrowseCat2-Page,1330418342948,true,PT3022809381,200,WSW,hjul,8482248024566670047
926,SU43-Paiment-Page,1330418343299,true,PT4022809381,200,MRU,<EOF>,8645295307269004531
857,SU61-BrowseCat2-Page,1330418344298,true,PT2022809381,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND
229,SU01-HomePage-Page,1330418345813,true,PT3022809392,200,KIE,Salt Winter,8482248024566670047
766,SU32-GoToCart-Page,1330418345722,true,PT1022809381,200,KEY,10L plastic tub,8660117787514680327
285,SU01-HomePage-Page,1330418346423,true,PT4022809392,200,MAF,servante,8645295307269004531
330,SU01-HomePage-Page,1330418347076,true,PT2022809391,200,MCZ,1050001,PRODUCT_ID_NOT_FOUND
296,SU11-SearchPhrase-Page,1330418347656,true,PT3022809392,200,KIE,Salt Winter,8660117787514689059
738,SU11-SearchPhrase-Page,1330418347654,true,PT4022809392,200,MAF,servante,8519304225180888236
507,SU41-CustomerDetails-Page,1330418348878,true,PT1022809381,200,KEY,10L plastic tub,8660117787514680327
2419,SU11-SearchPhrase-Page,1330418347406,true,PT2022809391,200,MCZ,1050001,PRODUCT_ID_NOT_FOUND
1254,SU12b-PickProduct-Page,1330418349113,true,PT3022809392,200,KIE,Salt Winter,8660117787514689059
1918,SU12b-PickProduct-Page,1330418349005,true,PT4022809392,200,MAF,servante,8519304225180888236
785,SU61-BrowseCat2-Page,1330418350817,true,PT3022809392,200,KIE,Salt Winter,8660117787514689059
695,SU42-DeliveryAndBilling-Page,1330418351102,true,PT1022809381,200,KEY,10L plastic tub,8660117787514680327
247,SU01-HomePage-Page,1330418351696,true,PT3022809391,200,MHU,l?bt?masz,8660117787514689059
1852,SU12b-PickProduct-Page,1330418350111,true,PT2022809391,200,MCZ,1050001,PRODUCT_ID_NOT_FOUND
588,SU31-AddToCart-Page,1330418352257,true,PT4022809392,200,MAF,servante,8519304225180888236
673,SU11-SearchPhrase-Page,1330418352391,true,PT3022809391,200,MHU,l?bt?masz,8600827866532010603
934,SU32-GoToCart-Page,1330418352931,true,PT4022809392,200,MAF,servante,8519304225180888236
548,SU41-CustomerDetails-Page,1330418354127,true,PT4022809392,200,MAF,servante,8519304225180888236
1333,SU31-AddToCart-Page,1330418353951,true,PT2022809391,200,MCZ,1050001,PRODUCT_ID_NOT_FOUND
724,SU42-DeliveryAndBilling-Page,1330418355125,true,PT4022809392,200,MAF,servante,8519304225180888236
1567,SU12b-PickProduct-Page,1330418354340,true,PT3022809391,200,MHU,l?bt?masz,8600827866532010603
860,SU43-Paiment-Page,1330418355257,true,PT1022809381,200,KEY,10L plastic tub,8660117787514680327
831,SU32-GoToCart-Page,1330418356003,true,PT2022809391,200,MCZ,1050001,PRODUCT_ID_NOT_FOUND
1510,SU43-Paiment-Page,1330418355944,true,PT4022809392,200,MAF,servante,8519304225180888236
710,SU31-AddToCart-Page,1330418357272,true,PT3022809391,200,MHU,l?bt?masz,8600827866532010603
532,SU32-GoToCart-Page,1330418358477,true,PT3022809391,200,MHU,l?bt?masz,8600827866532010603
320,SU41-CustomerDetails-Page,1330418358719,true,PT2022809391,200,MCZ,1050001,PRODUCT_ID_NOT_FOUND
775,SU61-BrowseCat2-Page,1330418359264,true,PT4022809392,200,MAF,servante,8519304225180888236
283,SU01-HomePage-Page,1330418360250,true,PT4022809392,200,MPL,pojemniki,8519304225180888236
178,SU41-CustomerDetails-Page,1330418360816,true,PT3022809391,200,MHU,l?bt?masz,8600827866532010603
310,SU42-DeliveryAndBilling-Page,1330418361505,true,PT3022809391,200,MHU,l?bt?masz,8600827866532010603
890,SU11-SearchPhrase-Page,1330418361340,true,PT4022809392,200,MPL,pojemniki,8600827866532015568
712,SU42-DeliveryAndBilling-Page,1330418361576,true,PT2022809391,200,MCZ,1050001,PRODUCT_ID_NOT_FOUND
1078,SU12b-PickProduct-Page,1330418362368,true,PT4022809392,200,MPL,pojemniki,8600827866532015568
5069,SU61-BrowseCat2-Page,1330418358478,true,PT1022809381,200,KEY,10L plastic tub,8660117787514680327
1306,SU43-Paiment-Page,1330418362615,true,PT3022809391,200,MHU,l?bt?masz,8600827866532010603
517,SU31-AddToCart-Page,1330418364638,true,PT4022809392,200,MPL,pojemniki,8600827866532015568
283,SU01-HomePage-Page,1330418365368,true,PT1022809392,200,MSK,obuv,8660117787514680327
1619,SU43-Paiment-Page,1330418364229,true,PT2022809391,200,MCZ,1050001,PRODUCT_ID_NOT_FOUND
795,SU11-SearchPhrase-Page,1330418366918,true,PT1022809392,200,MSK,obuv,8600827866532007212
1510,SU61-BrowseCat2-Page,1330418366816,true,PT3022809391,200,MHU,l?bt?masz,8600827866532010603
434,SU32-GoToCart-Page,1330418368406,true,PT4022809392,200,MPL,pojemniki,8600827866532015568
1177,SU61-BrowseCat2-Page,1330418369138,true,PT2022809391,200,MCZ,1050001,PRODUCT_ID_NOT_FOUND
228,SU01-HomePage-Page,1330418370865,true,PT2022809392,200,OIB,enrouleur electrique,PRODUCT_ID_NOT_FOUND
213,SU01-HomePage-Page,1330418370933,true,PT3022809392,200,OID,k?pper,8600827866532010603
191,SU41-CustomerDetails-Page,1330418371394,true,PT4022809392,200,MPL,pojemniki,8600827866532015568
2039,SU12b-PickProduct-Page,1330418369629,true,PT1022809392,200,MSK,obuv,8600827866532007212
214,SU42-DeliveryAndBilling-Page,1330418371766,true,PT4022809392,200,MPL,pojemniki,8600827866532015568
455,SU11-SearchPhrase-Page,1330418371799,true,PT2022809392,200,OIB,enrouleur electrique,8563771665917864236
469,SU11-SearchPhrase-Page,1330418371924,true,PT3022809392,200,OID,k?pper,8563771665917873625
883,SU31-AddToCart-Page,1330418372707,true,PT1022809392,200,MSK,obuv,8600827866532007212
2102,SU12b-PickProduct-Page,1330418373078,true,PT3022809392,200,OID,k?pper,8563771665917873625
789,SU43-Paiment-Page,1330418374583,true,PT4022809392,200,MPL,pojemniki,8600827866532015568
1114,SU12b-PickProduct-Page,1330418374574,true,PT2022809392,200,OIB,enrouleur electrique,8563771665917864236
900,SU32-GoToCart-Page,1330418375442,true,PT1022809392,200,MSK,obuv,8600827866532007212
768,SU31-AddToCart-Page,1330418376111,true,PT2022809392,200,OIB,enrouleur electrique,8563771665917864236
1204,SU31-AddToCart-Page,1330418375715,true,PT3022809392,200,OID,k?pper,8563771665917873625
414,SU32-GoToCart-Page,1330418376928,true,PT3022809392,200,OID,k?pper,8563771665917873625
198,SU41-CustomerDetails-Page,1330418377637,true,PT3022809392,200,OID,k?pper,8563771665917873625
458,SU32-GoToCart-Page,1330418377658,true,PT2022809392,200,OIB,enrouleur electrique,8563771665917864236
326,SU41-CustomerDetails-Page,1330418377836,true,PT1022809392,200,MSK,obuv,8600827866532007212
1207,SU61-BrowseCat2-Page,1330418377344,true,PT4022809392,200,MPL,pojemniki,8600827866532015568
169,SU41-CustomerDetails-Page,1330418379737,true,PT2022809392,200,OIB,enrouleur electrique,8563771665917864236
599,SU42-DeliveryAndBilling-Page,1330418379376,true,PT1022809392,200,MSK,obuv,8600827866532007212
329,SU42-DeliveryAndBilling-Page,1330418380555,true,PT2022809392,200,OIB,enrouleur electrique,8563771665917864236
312,SU42-DeliveryAndBilling-Page,1330418380636,true,PT3022809392,200,OID,k?pper,8563771665917873625
497,SU01-HomePage-Page,1330418380475,true,PT4022809392,200,OIN,kluis,8600827866532015568
863,SU11-SearchPhrase-Page,1330418381916,true,PT4022809392,200,OIN,kluis,8563771665917835432
1468,SU43-Paiment-Page,1330418382151,true,PT2022809392,200,OIB,enrouleur electrique,8563771665917864236
1896,SU43-Paiment-Page,1330418381946,true,PT1022809392,200,MSK,obuv,8600827866532007212
1589,SU43-Paiment-Page,1330418382349,true,PT3022809392,200,OID,k?pper,8563771665917873625
2363,SU12b-PickProduct-Page,1330418383809,true,PT4022809392,200,OIN,kluis,8563771665917835432
533,SU61-BrowseCat2-Page,1330418387017,true,PT3022809392,200,OID,k?pper,8563771665917873625
1080,SU31-AddToCart-Page,1330418387585,true,PT4022809392,200,OIN,kluis,8563771665917835432
665,SU61-BrowseCat2-Page,1330418388615,true,PT2022809392,200,OIB,enrouleur electrique,8563771665917864236
229,SU01-HomePage-Page,1330418389122,true,PT3022809392,200,WDK,kirjevaaka,8563771665917873625
938,SU61-BrowseCat2-Page,1330418388627,true,PT1022809392,200,MSK,obuv,8600827866532007212
293,SU01-HomePage-Page,1330418389418,true,PT2022809391,200,WFI,50712,8563771665917864236
1164,SU32-GoToCart-Page,1330418388758,true,PT4022809392,200,OIN,kluis,8563771665917835432
281,SU01-HomePage-Page,1330418390298,true,PT1022809391,200,WNO,whiteboard,8600827866532007212
412,SU11-SearchPhrase-Page,1330418390594,true,PT3022809392,200,WDK,kirjevaaka,8504481744935167618
1205,SU11-SearchPhrase-Page,1330418390370,true,PT2022809391,200,WFI,50712,8563771665917864236
1007,SU41-CustomerDetails-Page,1330418390934,true,PT4022809392,200,OIN,kluis,8563771665917835432
1274,SU11-SearchPhrase-Page,1330418391220,true,PT1022809391,200,WNO,whiteboard,8482248024566666911
962,SU42-DeliveryAndBilling-Page,1330418392027,true,PT4022809392,200,OIN,kluis,8563771665917835432
1392,SU12b-PickProduct-Page,1330418392642,true,PT2022809391,200,WFI,50712,8563771665917864236
1269,SU12b-PickProduct-Page,1330418392981,true,PT3022809392,200,WDK,kirjevaaka,8504481744935167618
1356,SU12b-PickProduct-Page,1330418393079,true,PT1022809391,200,WNO,whiteboard,8482248024566666911
657,SU31-AddToCart-Page,1330418394722,true,PT2022809391,200,WFI,50712,8563771665917864236
1322,SU43-Paiment-Page,1330418394377,true,PT4022809392,200,OIN,kluis,8563771665917835432
611,SU31-AddToCart-Page,1330418395335,true,PT3022809392,200,WDK,kirjevaaka,8504481744935167618
838,SU31-AddToCart-Page,1330418395626,true,PT1022809391,200,WNO,whiteboard,8482248024566666911
772,SU32-GoToCart-Page,1330418395967,true,PT2022809391,200,WFI,50712,8563771665917864236
863,SU32-GoToCart-Page,1330418396994,true,PT3022809392,200,WDK,kirjevaaka,8504481744935167618
558,SU41-CustomerDetails-Page,1330418397414,true,PT2022809391,200,WFI,50712,8563771665917864236
1043,SU32-GoToCart-Page,1330418397054,true,PT1022809391,200,WNO,whiteboard,8482248024566666911
901,SU61-BrowseCat2-Page,1330418397426,true,PT4022809392,200,OIN,kluis,8563771665917835432
532,SU42-DeliveryAndBilling-Page,1330418398710,true,PT2022809391,200,WFI,50712,8563771665917864236
382,SU41-CustomerDetails-Page,1330418399059,true,PT1022809391,200,WNO,whiteboard,8482248024566666911
549,SU41-CustomerDetails-Page,1330418398933,true,PT3022809392,200,WDK,kirjevaaka,8504481744935167618
753,SU42-DeliveryAndBilling-Page,1330418399584,true,PT3022809392,200,WDK,kirjevaaka,8504481744935167618
861,SU43-Paiment-Page,1330418400315,true,PT2022809391,200,WFI,50712,8563771665917864236
302,SU01-HomePage-Page,1330418400947,true,PT4022809402,200,WSW,38112,8563771665917835432
722,SU42-DeliveryAndBilling-Page,1330418401423,true,PT1022809391,200,WNO,whiteboard,8482248024566666911
1509,SU43-Paiment-Page,1330418402613,true,PT1022809391,200,WNO,whiteboard,8482248024566666911
1552,SU11-SearchPhrase-Page,1330418402670,true,PT4022809402,200,WSW,38112,8563771665917835432
1113,SU43-Paiment-Page,1330418403152,true,PT3022809392,200,WDK,kirjevaaka,8504481744935167618
649,SU61-BrowseCat2-Page,1330418404145,true,PT2022809391,200,WFI,50712,8563771665917864236
296,SU01-HomePage-Page,1330418405246,true,PT2022809401,200,MRU,<EOF>,8563771665917864236
379,SU61-BrowseCat2-Page,1330418406596,true,PT2022809401,200,MRU,<EOF>,8645295307269001235
2677,SU12b-PickProduct-Page,1330418404486,true,PT4022809402,200,WSW,38112,8563771665917835432
933,SU61-BrowseCat2-Page,1330418408483,true,PT1022809391,200,WNO,whiteboard,8482248024566666911
1202,SU12b-PickProduct-Page,1330418408633,true,PT2022809401,200,MRU,<EOF>,8645295307269001235
838,SU31-AddToCart-Page,1330418409194,true,PT4022809402,200,WSW,38112,8563771665917835432
654,SU61-BrowseCat2-Page,1330418409488,true,PT3022809392,200,WDK,kirjevaaka,8504481744935167618
195,SU01-HomePage-Page,1330418409978,true,PT1022809403,200,FAB,porte badge,8482248024566666911
318,SU01-HomePage-Page,1330418410260,true,PT3022809402,200,KEY,119B312,8504481744935167618
509,SU31-AddToCart-Page,1330418410504,true,PT2022809401,200,MRU,<EOF>,8645295307269001235
465,SU32-GoToCart-Page,1330418412457,true,PT2022809401,200,MRU,<EOF>,8645295307269001235
755,SU11-SearchPhrase-Page,1330418412355,true,PT1022809403,200,FAB,porte badge,8563771665917913285
1233,SU32-GoToCart-Page,1330418412421,true,PT4022809402,200,WSW,38112,8563771665917835432
212,SU41-CustomerDetails-Page,1330418414474,true,PT2022809401,200,MRU,<EOF>,8645295307269001235
3884,SU11-SearchPhrase-Page,1330418410937,true,PT3022809402,200,KEY,119B312,8504481744935167618
1269,SU12b-PickProduct-Page,1330418413943,true,PT1022809403,200,FAB,porte badge,8563771665917913285
315,SU42-DeliveryAndBilling-Page,1330418415705,true,PT2022809401,200,MRU,<EOF>,8645295307269001235
804,SU41-CustomerDetails-Page,1330418415519,true,PT4022809402,200,WSW,38112,8563771665917835432
626,SU31-AddToCart-Page,1330418415802,true,PT1022809403,200,FAB,porte badge,8563771665917913285
434,SU32-GoToCart-Page,1330418416643,true,PT1022809403,200,FAB,porte badge,8563771665917913285
989,SU42-DeliveryAndBilling-Page,1330418417008,true,PT4022809402,200,WSW,38112,8563771665917835432
1735,SU43-Paiment-Page,1330418417180,true,PT2022809401,200,MRU,<EOF>,8645295307269001235
176,SU41-CustomerDetails-Page,1330418418761,true,PT1022809403,200,FAB,porte badge,8563771665917913285
4203,SU12b-PickProduct-Page,1330418415040,true,PT3022809402,200,KEY,119B312,8504481744935167618
345,SU42-DeliveryAndBilling-Page,1330418419473,true,PT1022809403,200,FAB,porte badge,8563771665917913285
1934,SU43-Paiment-Page,1330418418824,true,PT4022809402,200,WSW,38112,8563771665917835432
1270,SU43-Paiment-Page,1330418420426,true,PT1022809403,200,FAB,porte badge,8563771665917913285
190,SU01-HomePage-Page,1330418423182,true,PT2022809402,200,KIE,heater,8645295307269001235
2986,SU31-AddToCart-Page,1330418420526,true,PT3022809402,200,KEY,119B312,8504481744935167618
399,SU11-SearchPhrase-Page,1330418423629,true,PT2022809402,200,KIE,heater,8660117787514683199
855,SU61-BrowseCat2-Page,1330418423198,true,PT4022809402,200,WSW,38112,8563771665917835432
1032,SU32-GoToCart-Page,1330418423713,true,PT3022809402,200,KEY,119B312,8504481744935167618
312,SU01-HomePage-Page,1330418424634,true,PT4022809403,200,MAF,ventouse,8563771665917835432
431,SU41-CustomerDetails-Page,1330418424834,true,PT3022809402,200,KEY,119B312,8504481744935167618
725,SU61-BrowseCat2-Page,1330418426137,true,PT1022809403,200,FAB,porte badge,8563771665917913285
943,SU42-DeliveryAndBilling-Page,1330418426379,true,PT3022809402,200,KEY,119B312,8504481744935167618
526,SU11-SearchPhrase-Page,1330418426818,true,PT4022809403,200,MAF,ventouse,8519304225180847194
368,SU01-HomePage-Page,1330418428870,true,PT1022809401,200,MCZ,1026062,8563771665917913285
1522,SU43-Paiment-Page,1330418428132,true,PT3022809402,200,KEY,119B312,8504481744935167618
3267,SU12b-PickProduct-Page,1330418426453,true,PT2022809402,200,KIE,heater,8660117787514683199
1696,SU12b-PickProduct-Page,1330418430081,true,PT4022809403,200,MAF,ventouse,8519304225180847194
2188,SU11-SearchPhrase-Page,1330418430867,true,PT1022809401,200,MCZ,1026062,8563771665917913285
492,SU61-BrowseCat2-Page,1330418433450,true,PT2022809402,200,KIE,heater,8660117787514683199
635,SU31-AddToCart-Page,1330418434249,true,PT4022809403,200,MAF,ventouse,8519304225180847194
1826,SU12b-PickProduct-Page,1330418433133,true,PT1022809401,200,MCZ,1026062,8563771665917913285
336,SU01-HomePage-Page,1330418434660,true,PT2022809401,200,MHU,fogas,8660117787514683199
4355,SU61-BrowseCat2-Page,1330418431828,true,PT3022809402,200,KEY,119B312,8504481744935167618
646,SU11-SearchPhrase-Page,1330418436556,true,PT2022809401,200,MHU,fogas,8600827866532009671
510,SU31-AddToCart-Page,1330418436918,true,PT1022809401,200,MCZ,1026062,8563771665917913285
804,SU32-GoToCart-Page,1330418436736,true,PT4022809403,200,MAF,ventouse,8519304225180847194
259,SU01-HomePage-Page,1330418438134,true,PT3022809403,200,MPL,18037,8504481744935167618
692,SU12b-PickProduct-Page,1330418437793,true,PT2022809401,200,MHU,fogas,8600827866532009671
125,SU31-AddToCart-Page,1330418439174,true,PT2022809401,200,MHU,fogas,8600827866532009671
411,SU32-GoToCart-Page,1330418439344,true,PT1022809401,200,MCZ,1026062,8563771665917913285
173,SU41-CustomerDetails-Page,1330418440450,true,PT1022809401,200,MCZ,1026062,8563771665917913285
941,SU11-SearchPhrase-Page,1330418439790,true,PT3022809403,200,MPL,18037,8504481744935167618
190,SU32-GoToCart-Page,1330418440805,true,PT2022809401,200,MHU,fogas,8600827866532009671
541,SU41-CustomerDetails-Page,1330418440836,true,PT4022809403,200,MAF,ventouse,8519304225180847194
19,SU41-CustomerDetails-Page,1330418441919,true,PT2022809401,200,MHU,fogas,8600827866532009671
19,SU42-DeliveryAndBilling-Page,1330418442670,true,PT2022809401,200,MHU,fogas,8600827866532009671
290,SU42-DeliveryAndBilling-Page,1330418442592,true,PT1022809401,200,MCZ,1026062,8563771665917913285
265,SU43-Paiment-Page,1330418442900,true,PT2022809401,200,MHU,fogas,8600827866532009671
1798,SU12b-PickProduct-Page,1330418441623,true,PT3022809403,200,MPL,18037,8504481744935167618
1014,SU43-Paiment-Page,1330418443534,true,PT1022809401,200,MCZ,1026062,8563771665917913285
709,SU42-DeliveryAndBilling-Page,1330418444149,true,PT4022809403,200,MAF,ventouse,8519304225180847194
630,SU31-AddToCart-Page,1330418444344,true,PT3022809403,200,MPL,18037,8504481744935167618
718,SU61-BrowseCat2-Page,1330418445016,true,PT2022809401,200,MHU,fogas,8600827866532009671
774,SU32-GoToCart-Page,1330418446841,true,PT3022809403,200,MPL,18037,8504481744935167618
1420,SU43-Paiment-Page,1330418446275,true,PT4022809403,200,MAF,ventouse,8519304225180847194
327,SU01-HomePage-Page,1330418447378,true,PT2022809403,200,MSK,skrine,8600827866532009671
288,SU41-CustomerDetails-Page,1330418447693,true,PT3022809403,200,MPL,18037,8504481744935167618
852,SU61-BrowseCat2-Page,1330418448132,true,PT1022809401,200,MCZ,1026062,8563771665917913285
583,SU42-DeliveryAndBilling-Page,1330418449133,true,PT3022809403,200,MPL,18037,8504481744935167618
743,SU61-BrowseCat2-Page,1330418449489,true,PT4022809403,200,MAF,ventouse,8519304225180847194
620,SU01-HomePage-Page,1330418450414,true,PT1022809402,200,OIB,pince,8563771665917913285
1416,SU43-Paiment-Page,1330418450050,true,PT3022809403,200,MPL,18037,8504481744935167618
1569,SU11-SearchPhrase-Page,1330418449906,true,PT2022809403,200,MSK,skrine,8600827866532010802
400,SU01-HomePage-Page,1330418451898,true,PT4022809403,200,OID,Kabelkanal,8519304225180847194
675,SU11-SearchPhrase-Page,1330418452105,true,PT1022809402,200,OIB,pince,8563771665917889123
2144,SU12b-PickProduct-Page,1330418452567,true,PT2022809403,200,MSK,skrine,8600827866532010802
375,SU11-SearchPhrase-Page,1330418454370,true,PT4022809403,200,OID,Kabelkanal,8563771665917866486
805,SU61-BrowseCat2-Page,1330418453952,true,PT3022809403,200,MPL,18037,8504481744935167618
1018,SU12b-PickProduct-Page,1330418455828,true,PT1022809402,200,OIB,pince,8563771665917889123
1123,SU31-AddToCart-Page,1330418455728,true,PT2022809403,200,MSK,skrine,8600827866532010802
442,SU01-HomePage-Page,1330418456696,true,PT3022809402,200,OIN,klemmen,8504481744935167618
1389,SU12b-PickProduct-Page,1330418455825,true,PT4022809403,200,OID,Kabelkanal,8563771665917866486
673,SU31-AddToCart-Page,1330418457090,true,PT1022809402,200,OIB,pince,8563771665917889123
619,SU31-AddToCart-Page,1330418457296,true,PT4022809403,200,OID,Kabelkanal,8563771665917866486
497,SU32-GoToCart-Page,1330418458347,true,PT2022809403,200,MSK,skrine,8600827866532010802
784,SU11-SearchPhrase-Page,1330418458305,true,PT3022809402,200,OIN,klemmen,8563771665917896667
671,SU32-GoToCart-Page,1330418458753,true,PT4022809403,200,OID,Kabelkanal,8563771665917866486
580,SU32-GoToCart-Page,1330418458886,true,PT1022809402,200,OIB,pince,8563771665917889123
327,SU41-CustomerDetails-Page,1330418459922,true,PT4022809403,200,OID,Kabelkanal,8563771665917866486
258,SU41-CustomerDetails-Page,1330418460124,true,PT2022809403,200,MSK,skrine,8600827866532010802
314,SU41-CustomerDetails-Page,1330418460381,true,PT1022809402,200,OIB,pince,8563771665917889123
398,SU42-DeliveryAndBilling-Page,1330418460997,true,PT2022809403,200,MSK,skrine,8600827866532010802
554,SU42-DeliveryAndBilling-Page,1330418461141,true,PT1022809402,200,OIB,pince,8563771665917889123
394,SU42-DeliveryAndBilling-Page,1330418462013,true,PT4022809403,200,OID,Kabelkanal,8563771665917866486
1154,SU43-Paiment-Page,1330418462509,true,PT2022809403,200,MSK,skrine,8600827866532010802
1288,SU43-Paiment-Page,1330418462459,true,PT1022809402,200,OIB,pince,8563771665917889123
843,SU43-Paiment-Page,1330418463946,true,PT4022809403,200,OID,Kabelkanal,8563771665917866486
545,SU61-BrowseCat2-Page,1330418465434,true,PT1022809402,200,OIB,pince,8563771665917889123
875,SU61-BrowseCat2-Page,1330418466363,true,PT4022809403,200,OID,Kabelkanal,8563771665917866486
219,SU01-HomePage-Page,1330418467640,true,PT1022809412,200,WDK,roskakori,8563771665917889123
8522,SU12b-PickProduct-Page,1330418459379,true,PT3022809402,200,OIN,klemmen,8563771665917896667
265,SU01-HomePage-Page,1330418467899,true,PT4022809411,200,WFI,riippukansiokaappi,8563771665917866486
336,SU11-SearchPhrase-Page,1330418468437,true,PT4022809411,200,WFI,riippukansiokaappi,8482248024566727725
958,SU61-BrowseCat2-Page,1330418467917,true,PT2022809403,200,MSK,skrine,8600827866532010802
298,SU01-HomePage-Page,1330418470303,true,PT2022809413,200,WNO,papirkurv,8600827866532010802
599,SU11-SearchPhrase-Page,1330418470386,true,PT1022809412,200,WDK,roskakori,8482248024566725241
3205,SU31-AddToCart-Page,1330418469601,true,PT3022809402,200,OIN,klemmen,8563771665917896667
953,SU11-SearchPhrase-Page,1330418472245,true,PT2022809413,200,WNO,papirkurv,8482248024566672111
1544,SU12b-PickProduct-Page,1330418471960,true,PT1022809412,200,WDK,roskakori,8482248024566725241
3267,SU12b-PickProduct-Page,1330418470470,true,PT4022809411,200,WFI,riippukansiokaappi,8482248024566727725
499,SU31-AddToCart-Page,1330418474034,true,PT1022809412,200,WDK,roskakori,8482248024566725241
1147,SU32-GoToCart-Page,1330418474488,true,PT3022809402,200,OIN,klemmen,8563771665917896667
534,SU31-AddToCart-Page,1330418475125,true,PT4022809411,200,WFI,riippukansiokaappi,8482248024566727725
771,SU32-GoToCart-Page,1330418475197,true,PT1022809412,200,WDK,roskakori,8482248024566725241
2095,SU12b-PickProduct-Page,1330418474138,true,PT2022809413,200,WNO,papirkurv,8482248024566672111
618,SU41-CustomerDetails-Page,1330418476328,true,PT1022809412,200,WDK,roskakori,8482248024566725241
991,SU41-CustomerDetails-Page,1330418476143,true,PT3022809402,200,OIN,klemmen,8563771665917896667
854,SU32-GoToCart-Page,1330418476369,true,PT4022809411,200,WFI,riippukansiokaappi,8482248024566727725
1074,SU42-DeliveryAndBilling-Page,1330418477180,true,PT3022809402,200,OIN,klemmen,8563771665917896667
1117,SU31-AddToCart-Page,1330418477583,true,PT2022809413,200,WNO,papirkurv,8482248024566672111
444,SU41-CustomerDetails-Page,1330418478750,true,PT4022809411,200,WFI,riippukansiokaappi,8482248024566727725
674,SU42-DeliveryAndBilling-Page,1330418478987,true,PT1022809412,200,WDK,roskakori,8482248024566725241
650,SU42-DeliveryAndBilling-Page,1330418479736,true,PT4022809411,200,WFI,riippukansiokaappi,8482248024566727725
1486,SU43-Paiment-Page,1330418479137,true,PT3022809402,200,OIN,klemmen,8563771665917896667
867,SU32-GoToCart-Page,1330418480507,true,PT2022809413,200,WNO,papirkurv,8482248024566672111
361,SU41-CustomerDetails-Page,1330418482446,true,PT2022809413,200,WNO,papirkurv,8482248024566672111
811,SU61-BrowseCat2-Page,1330418482096,true,PT3022809402,200,OIN,klemmen,8563771665917896667
1626,SU43-Paiment-Page,1330418481655,true,PT4022809411,200,WFI,riippukansiokaappi,8482248024566727725
332,SU01-HomePage-Page,1330418483377,true,PT3022809412,200,WSW,lyftbord,8563771665917896667
1758,SU43-Paiment-Page,1330418482053,true,PT1022809412,200,WDK,roskakori,8482248024566725241
690,SU42-DeliveryAndBilling-Page,1330418484043,true,PT2022809413,200,WNO,papirkurv,8482248024566672111
434,SU11-SearchPhrase-Page,1330418485769,true,PT3022809412,200,WSW,lyftbord,8482248024566677377
1636,SU43-Paiment-Page,1330418484802,true,PT2022809413,200,WNO,papirkurv,8482248024566672111
863,SU61-BrowseCat2-Page,1330418487017,true,PT4022809411,200,WFI,riippukansiokaappi,8482248024566727725
751,SU61-BrowseCat2-Page,1330418487257,true,PT1022809412,200,WDK,roskakori,8482248024566725241
320,SU01-HomePage-Page,1330418488696,true,PT4022809412,200,MRU,<EOF>,8482248024566727725
469,SU01-HomePage-Page,1330418489112,true,PT1022809414,200,FAB,loupe,8482248024566725241
705,SU61-BrowseCat2-Page,1330418489179,true,PT2022809413,200,WNO,papirkurv,8482248024566672111
480,SU61-BrowseCat2-Page,1330418489968,true,PT4022809412,200,MRU,<EOF>,8645295307269001190
297,SU01-HomePage-Page,1330418491141,true,PT2022809413,200,KEY,1987O054,8482248024566672111
4509,SU12b-PickProduct-Page,1330418487128,true,PT3022809412,200,WSW,lyftbord,8482248024566677377
